node_id title year month day
61963CJ0092 "M. Th. Nonnenmacher, widow of H.E. Moebs v Bestuur der Sociale Verzekeringsbank" 1964 6 9
61963CJ0069 "Mrs Anne-Marie Marcillat (née Capitaine) v Commission of the European Atomic Energy Community" 1964 6 9
61963CJ0094 "Pierre Bernusset v Commission of the European Economic Community" 1964 6 9
61963CJ0084 "J.A.G. Baron de Vos van Steenwijk v Commission of the European Atomic Energy Community" 1964 6 25
61963CJ0026 "Piergiovanni Pistoj v Commission of the European Economic Community" 1964 7 1
61963CJ0080 "Robert Degreef v Commission of the European Economic Community" 1964 7 1
61963CJ0078 "Rémy Huber v Commission of the European Economic Community" 1964 7 1
61963CJ0103 "Société Rhenania and others v Commission of the European Economic Community" 1964 7 2
61964CJ0001 "Glucoseries réunies v Commission of the European Economic Community" 1964 7 2
61963CJ0087 "Jacqueline Georges v Commission of the European Atomic Energy Community" 1964 7 7
61963CJ0093 "Simone Minot (née Van Nuffel) v Commission of the European Atomic Energy Community" 1964 7 7
61963CJ0097 "Luigi de Pascale v Commission of the European Economic Community" 1964 7 7
61963CJ0070 "Umberto Collotti v Court of Justice of the European Communities" 1964 7 7
61963CJ0100 "J.G. van der Veen, widow of J. Kalsbeek v Bestuur der Sociale Verzekeringsbank and nine other cases" 1964 7 15
61964CJ0006 "Flaminio Costa v E.N.E.L" 1964 7 15
61963CJ0066 "Kingdom of the Netherlands v High Authority of the European Coal and Steel Community" 1964 7 15
61963CJ0090 "Commission of the European Economic Community v Grand Duchy of Luxembourg and Kingdom of Belgium" 1964 11 13
61964CJ0024 "A.M. Dingemans v Bestuur der Sociale Verzekeringsbank" 1964 12 2
61963CJ0109 "Charles Muller v Commission of the European Economic Community" 1964 12 16
61963CJ0102 "Jacques Boursin v High Authority of the European Coal and Steel Community" 1964 12 17
61963CJ0108 "Officine elettromeccaniche A. Merlini v High Authority of the European Coal and Steel Community" 1965 1 21
61964CJ0020 "SARL Albatros v Société des pétroles et des combustibles liquides (Sopéco)" 1965 2 4
61964CJ0014 "Mrs Emilia Gualco (née Barge),widow of Mr Leone, v High Authority of the European Coal and Steel Community" 1965 2 16
61964CJ0010 "René Jullien v Commission of the EEC" 1965 2 24
61964CJ0033 "Betriebskrankenkasse der Heseper Torfwerk GmbH v Egbertina van Dijk" 1965 3 11
61964CJ0031 """De Sociale Voorzorg"" Mutual Insurance Fund v W.H. Bertholet" 1965 3 11
61964CJ0016 "Gertrud Rauch v Commission of the EEC" 1965 3 31
61964CJ0023 "Thérèse Marie-Louise Vandevyvere v European Parliament" 1965 3 31
61964CJ0012 "Ernest Ley v Commission of the EEC" 1965 3 31
61964CJ0021 "Macchiorlati Dalmas & Figli v High Authority of the European Coal and Steel Community" 1965 3 31
61964CJ0038 "Getreide-Import Gesellschaft v Commission of the EEC" 1965 4 1
61964CJ0040 "Marcello Sgarlata and others v Commission of the EEC" 1965 4 1
61964CJ0028 "Richard Müller v Council of the EEC and Council of the EAEC" 1965 4 7
61964CJ0011 "Kurt Weighardt v Commission of the EAEC" 1965 4 7
61963CJ0070(01) "High Authority of the ECSC v Umberto Collotti and Court of Justice of the European Communities" 1965 4 7
61964CJ0035 "Cesare Alfieri v European Parliament" 1965 4 7
61964CJ0036 "Société rhénane d'exploitation et de manutention (Sorema) v High Authority of the ECSC" 1965 6 2
61964CJ0009 "Acciaieria Ferriera di Roma (FERAM) and others v High Authority of the ECSC" 1965 6 2
61964CJ0048 "Claude Brus v Commission of the EEC" 1965 6 16
61964CJ0032 "Italian Republic v Commission of the EEC" 1965 6 17
61964CJ0043 "Richard Müller v Councils of the EEC, EAEC and ECSC" 1965 6 17
61963CJ0106 "Alfred Toepfer and Getreide-Import Gesellschaft v Commission of the EEC" 1965 7 1
61964CJ0027 "Fulvio Fonzi v Commission of the EAEC" 1965 7 8
61963CJ0083 "Stefan Krawczynski v Commission of the EAEC" 1965 7 8
61965CJ0010 "Waldemar Deutschmann v Federal Republic of Germany" 1965 7 8
61964CJ0003 "Chambre syndicale de la sidérurgie française and others v High Authority of the ECSC" 1965 7 8
61964CJ0049 "Emmanuel Stipperger v High Authority of the ECSC" 1965 7 8
61963CJ0068 "Hartmut Luhleich v Commission of the EAEC" 1965 7 8
61963CJ0110 "Alfred Willame v Commission of the EAEC" 1965 7 8
61963CJ0019 "Satya Prakash v Commission of the EAEC" 1965 7 8
61964CJ0037 "Mannesmann AG v High Authority of the ECSC" 1965 7 13
61964CJ0039 "Société des Aciéries du Temple v High Authority of the ECSC" 1965 7 13
61963CJ0111 "Lemmerz-Werke GmbH v High Authority of the ECSC" 1965 7 13
61964CJ0018 "Filippo Alvino and others v Commission of the EEC" 1965 7 14
61964CJ0046 "Götz Schoffer v Commission of the EEC" 1965 7 14
61964CJ0050 "Ralph Loebisch and others v Councils of the EEC, EAEC and ECSC" 1965 7 14
61965CJ0020 "Umberto Collotti v Court of Justice of the European Communities" 1965 11 17
61964CJ0055 "Jean Lens v Court of Justice of the European Communities" 1965 11 17
61965CJ0033 "Adrianus Dekker v Bundesversicherungsanstalt für Angestellte" 1965 12 1
61964CJ0045 "Commission of the EEC v Italian Republic" 1965 12 1
61965CJ0016 "Firma G. Schwarze v Einfuhr- und Vorratsstelle für Getreide und Futtermittel" 1965 12 1
61965CJ0044 "Hessische Knappschaft v Maison Singer et fils" 1965 12 9
61963CJ0029 "Société anonyme des laminoirs, hauts fourneaux, forges, fonderies et usines de la Providence and others v High Authority of the ECSC" 1965 12 9
61965CJ0047 "Edith Kalkuhl v European Parliament" 1965 12 14
61965CJ0021 "Domenico Morina v European Parliament" 1965 12 14
61965CJ0011 "Domenico Morina v European Parliament" 1965 12 14
61964CJ0052 "Fred Pfloeschner v Commission of the EEC" 1965 12 14
61965CJ0012 "Fred Bauer v Commission of the EEC" 1965 12 14
61965CJ0005 "André Saudray v Commission of the EEC" 1965 12 14
61965CJ0004 "Société anonyme métallurgique Hainaut-Sambre v High Authority of the ECSC" 1965 12 15
61965CJ0003 "Société anonyme métallurgique d'Espérance-Longdoz v High Authority of the ECSC" 1965 12 15
61965CJ0015 "Werner Klaer v High Authority of the ECSC" 1965 12 15
61965CJ0008 "Acciaierie e Ferriere Pugliesi SpA v High Authority of the ECSC" 1966 2 8
61965CJ0048 "Alfons Lütticke GmbH v Commission of the EEC" 1966 3 1
61965CJ0030 "Macchiorlati Dalmas & Figli SAS v High Authority of the ECSC" 1966 3 22
61965CJ0049 "Ferriere e Acciaierie Napoletane SpA v High Authority of the ECSC" 1966 4 28
61965CJ0051 "ILFO - Industria Laminati Ferrosi Odolese SRL v High Authority of the ECSC" 1966 4 28
61965CJ0018 "Max Gutmann v Commission of the EAEC" 1966 5 5
61963CJ0029(01) "Société anonyme des laminoirs, hauts fourneaux, forges, fonderies et usines de la Providence and others v High Authority of the ECSC" 1966 6 7
61965CJ0054 "Compagnie des forges de Châtillon, Commentry & Neuves-Maisons v High Authority of the ECSC" 1966 6 16
61965CJ0050 "Acciaierie e Ferriere di Solbiate SpA v High Authority of the ECSC" 1966 6 16
61965CJ0052 "Federal Republic of Germany v Commission of the EEC" 1966 6 16
61965CJ0057 "Alfons Lütticke GmbH v Hauptzollamt Sarrelouis" 1966 6 16
61965CJ0061 "G. Vaassen-Göbbels (a widow) v Management of the Beambtenfonds voor het Mijnbedrijf" 1966 6 30
61965CJ0056 "Société Technique Minière (L.T.M.) v Maschinenbau Ulm GmbH (M.B.U.)" 1966 6 30
61965CJ0002 "Ferriera Ernesto Preo e Figli v High Authority of the ECSC" 1966 6 30
61966CJ0004 "Mrs J.E. Labots (née Hagenbeek) v Raad van Arbeid Arnhem" 1966 7 13
61963CJ0110(01) "Alfred Willame v Commission of the EAEC" 1966 7 13
61965CJ0032 "Italian Republic v Council of the European Economic Community and Commission of the European Economic Community" 1966 7 13
61964CJ0056 "Établissements Consten S.à.R.L. and Grundig-Verkaufs-GmbH v Commission of the European Economic Community" 1966 7 13
61966CJ0003 "Cesare Alfieri v European Parliament" 1966 12 14
61964CJ0015 "Jean Moreau v Commission of the EAEC" 1966 12 15
