source_id target_id year month day
61980CJ0058 61971CJ0022 1981 1 22
61980CJ0058 61975CJ0119 1981 1 22
61980CJ0070 61979CJ0110 1981 1 27
61980CJ0032 61975CJ0104 1981 1 28
61980CJ0130 61979CJ0788 1981 2 19
61980CJ0130 61977CJ0082 1981 2 19
61980CJ0130 61980CJ0027 1981 2 19
61980CJ0130 61978CJ0120 1981 2 19
61979CJ0122 61967CJ0004 1981 2 19
61979CJ0122 61979CJ0006 1981 2 19
61980CJ0161 61976CJ0061 1981 2 24
61980CJ0161 61967CJ0016 1981 2 24
61980CJ0161 61970CJ0061 1981 2 24
61980CJ0034 61978CJ0004 1981 2 26
61980CJ0036 61978CJ0244 1981 3 10
61980CJ0069 61979CJ0129 1981 3 11
61980CJ0069 61975CJ0043 1981 3 11
61980CJ0139 61976CJ0014 1981 3 18
61980CJ0139 61978CJ0033 1981 3 18
61980CJ0099 61971CJ0023 1981 3 31
61980CJ0096 61979CJ0129 1981 3 31
61980CJ0096 61980CJ0069 1981 3 31
61980CJ0096 61975CJ0043 1981 3 31
61980CJ0132 61976CJ0035 1981 4 7
61980CJ0132 61978CJ0132 1981 4 7
61980CJ0132 61975CJ0004 1981 4 7
61980CJ0132 61978CJ0251 1981 4 7
61980CJ0132 61973CJ0039 1981 4 7
61980CJ0132 61975CJ0021 1981 4 7
61980CJ0132 61975CJ0104 1981 4 7
61980CJ0132 61975CJ0087 1981 4 7
61980CJ0132 61978CJ0153 1981 4 7
61980CJ0132 61972CJ0029 1981 4 7
61979CJ0804 61977CJ0061 1981 5 5
61979CJ0804 61979CJ0032 1981 5 5
61980CJ0112 61978CJ0084 1981 5 5
61980CJ0153 61975CJ0127 1981 5 7
61980CJ0153 61980CJ0026 1981 5 7
61980CJ0066 61976CJ0119 1981 5 13
61980CJ0066 61976CJ0124 1981 5 13
61980CJ0066 61976CJ0114 1981 5 13
61980CJ0066 61976CJ0117 1981 5 13
61980CJ0066 61976CJ0116 1981 5 13
61980CJ0111 61978CJ0236 1981 5 14
61980CJ0111 61977CJ0098 1981 5 14
61980CJ0098 61977CJ0037 1981 5 14
61980CJ0098 61977CJ0022 1981 5 14
61980CJ0152 61977CJ0012 1981 5 20
61980CJ0029 61976CJ0048 1981 5 21
61980CJ0142 61975CJ0043 1981 5 27
61980CJ0142 61979CJ0140 1981 5 27
