node_id title year month day
42032/98 "CASE OF WIDMANN v AUSTRIA" 2003 6 19
49017/99 "CASE OF PEDERSEN AND BAADSGAAR" 2003 6 19
42430/98 "AFFAIRE MUSTAFA YUKSEL c TURQU" 2003 6 24
29863/96 "AFFAIRE BARUT c TURQUIE" 2003 6 24
6901/02 "CASE OF SAGAN v POLAND" 2003 6 24
45672/99 "AFFAIRE DERTLI ET AUTRES c TUR" 2003 6 24
57115/00 "AFFAIRE BOUILLY c FRANCE N 2" 2003 6 24
35179/97 "CASE OF ALLARD v SWEDEN" 2003 6 24
44057/98 "AFFAIRE OZGUR ISIK c TURQUIE" 2003 6 24
44277/98 "CASE OF STRETCH v THE UNITED K" 2003 6 24
27696/95 "AFFAIRE HALIT YALCIN c TURQUIE" 2003 6 24
69145/01 "CASE OF SIKA v SLOVAKIA" 2003 6 24
39482/98 "CASE OF DOWSETT v THE UNITED K" 2003 6 24
64825/01 "AFFAIRE HALATAS c GRECE" 2003 6 26
54566/00 "AFFAIRE MOREIRA  FERREIRINHA" 2003 6 26
54704/00 "AFFAIRE FERREIRA PINTO c PORTU" 2003 6 26
48206/99 "CASE OF MAIRE v PORTUGAL" 2003 6 26
45019/98 "AFFAIRE PASCOLINI c FRANCE" 2003 6 26
37094/97 "AFFAIRE HATTATOGLU c TURQUIE" 2003 6 26
61888/00 "CASE OF WYSOCKA-CYSARZ v POLAN" 2003 7 1
37801/97 "CASE OF SUOMINEN v FINLAND" 2003 7 1
67162/01 "CASE OF SKORA v POLAND" 2003 7 1
29178/95 "CASE OF FINUCANE v THE UNITED" 2003 7 1
45288/99 "CASE OF CIAGADLAK v POLAND" 2003 7 1
60661/00 "CASE OF ROGAI v ITALY" 2003 7 3
60662/00 "AFFAIRE NUTI c ITALIE" 2003 7 3
48728/99 "CASE OF BLASETTI v ITALY" 2003 7 3
38746/97 "AFFAIRE BUFFALO SRL EN LIQUIDA" 2003 7 3
38410/97 "AFFAIRE FONTAINE ET BERTIN c F" 2003 7 8
53551/99 "CASE OF GODLEWSKI v POLAND" 2003 7 8
45957/99 "CASE OF PAWLINKOWSKA v POLAND" 2003 7 8
58112/00 "CASE OF MULTIPLEX v CROATIA" 2003 7 10
58642/00 "AFFAIRE INTEROLIVA ABEE c GREC" 2003 7 10
45356/99 "CASE OF LORENZA CONTI v ITALY" 2003 7 10
55794/00 "CASE OF EFSTATHIOU AND MICHALI" 2003 7 10
53441/99 "AFFAIRE BENHEBBA c FRANCE" 2003 7 10
58634/00 "AFFAIRE KONSTANTOPOULOS AE ET" 2003 7 10
44179/98 "CASE OF MURPHY v IRELAND" 2003 7 10
53341/99 "CASE OF HARTMAN v THE CZECH RE" 2003 7 10
40999/98 "AFFAIRE YURTDAS ET INCI c TURQ" 2003 7 10
53795/00 "AFFAIRE FARINHA MARTINS c PORT" 2003 7 10
43522/98 "AFFAIRE GRAVA c ITALIE" 2003 7 10
60533/00 "CASE OF KASTELIC v CROATIA" 2003 7 10
52206/99 "AFFAIRE MOKRANI c FRANCE" 2003 7 15
36451/97 "AFFAIRE DE BIAGI c SAINT-MARIN" 2003 7 15
38445/97 "AFFAIRE ERDEI ET WOLF c ROUMAN" 2003 7 15
58780/00 "CASE OF DRAGAN v POLAND" 2003 7 15
34657/97 "AFFAIRE FORCELLINI c SAINT-MAR" 2003 7 15
41033/98 "CASE OF RW v POLAND" 2003 7 15
44978/98 "AFFAIRE BERLIN c LUXEMBOURG" 2003 7 15
42078/98 "CASE OF SITAREK v POLAND" 2003 7 15
51434/99 "AFFAIRE GRANATA N 2 c FRANCE" 2003 7 15
33400/96 "AFFAIRE ERNST ET AUTRES c BELG" 2003 7 15
44671/98 "CASE OF SIGURTHOR ARNARSSON v" 2003 7 15
64120/00 "CASE OF NIZIUK v POLAND" 2003 7 15
32559/96 "CASE OF THE FORTUM CORPORATION" 2003 7 15
50344/99 "AFFAIRE ER c FRANCE" 2003 7 15
57836/00 "CASE OF MELLORS v THE UNITED K" 2003 7 17
55725/00 "CASE OF ROSATI v ITALY" 2003 7 17
36254/97 "CASE OF DEL SOLE v ITALY" 2003 7 17
56298/00 "AFFAIRE BOTTARO c ITALIE" 2003 7 17
32385/96 "CASE OF ONORATO RICCI v ITALY" 2003 7 17
25337/94 "CASE OF CRAXI v ITALY No 2" 2003 7 17
33692/96 "CASE OF TRAINO v ITALY" 2003 7 17
32190/96 "CASE OF LUORDO v ITALY" 2003 7 17
63737/00 "CASE OF PERRY v THE UNITED KIN" 2003 7 17
33113/96 "CASE OF DOTTAVI v ITALY" 2003 7 17
48568/99 "AFFAIRE SCHMIDTOVA c REPUBLIQU" 2003 7 22
42591/98 "AFFAIRE OZGUR KILI c TURQUIE" 2003 7 22
46820/99 "AFFAIRE ZUILI c FRANCE" 2003 7 22
24209/94 "CASE OF YF v TURKEY" 2003 7 22
28632/95 "CASE OF SUNNETCI v TURKEY" 2003 7 22
50632/99 "AFFAIRE PASCAL COSTE c FRANCE" 2003 7 22
49217/99 "AFFAIRE SA CABINET DIOT ET SA" 2003 7 22
39597/98 "CASE OF BISKUPSKA v POLAND" 2003 7 22
52529/99 "CASE OF HYVONEN v FINLAND" 2003 7 22
39647/98 "CASE OF EDWARDS AND LEWIS v TH" 2003 7 22
68066/01 "AFFAIRE GABARRI MORENO c ESPAG" 2003 7 22
29422/95 "AFFAIRE AYSE TEPE c TURQUIE" 2003 7 22
29484/95 "AFFAIRE ESEN c TURQUIE" 2003 7 22
29485/95 "AFFAIRE YAZ c TURQUIE" 2003 7 22
36017/97 "AFFAIRE DICKMANN c ROUMANIE" 2003 7 22
44608/98 "CASE OF JT v HUNGARY" 2003 7 22
35983/97 "AFFAIRE GUR c TURQUIE" 2003 7 24
52854/99 "CASE OF RYABYKH v RUSSIA" 2003 7 24
28018/95 "AFFAIRE YUSUF KAYA c TURQUIE" 2003 7 24
26973/95 "CASE OF YYLER v TURKEY" 2003 7 24
40016/98 "CASE OF KARNER v AUSTRIA" 2003 7 24
46133/99 "CASE OF SMIRNOVA v RUSSIA" 2003 7 24
8205/02 "CASE OF MIKULSKA v POLAND" 2003 7 29
31166/96 "AFFAIRE LIUBA c ROUMANIE" 2003 7 29
34962/97 "CASE OF ZW v THE UNITED KINGDO" 2003 7 29
71009/01 "CASE OF NOWAKOWSKI v POLAND" 2003 7 29
48086/99 "CASE OF BEUMER v THE NETHERLAN" 2003 7 29
38382/97 "AFFAIRE TOKTAS c TURQUIE" 2003 7 29
43543/98 "AFFAIRE LOYEN c FRANCE" 2003 7 29
40226/98 "AFFAIRE CERVENAKOVA ET AUTRES" 2003 7 29
68155/01 "AFFAIRE POILLY c FRANCE" 2003 7 29
76158/01 "CASE OF MM AND EMM v POLAND" 2003 7 29
52770/99 "CASE OF BROWN v THE UNITED KIN" 2003 7 29
49580/99 "AFFAIRE SANTONI c FRANCE" 2003 7 29
43185/98 "CASE OF PRICE AND LOWE v THE U" 2003 7 29
60388/00 "CASE OF MARIGLIANO v ITALY" 2003 7 31
57249/00 "AFFAIRE HERBOLZHEIMER c ALLEMA" 2003 7 31
60464/00 "CASE OF FEZIA AND OTHERS v ITA" 2003 7 31
59454/00 "CASE OF GATTI AND OTHERS v ITA" 2003 7 31
62000/00 "CASE OF TEMPESTI CHIESI AND CH" 2003 7 31
16163/90 "CASE OF EUGENIA MICHAELIDOU DE" 2003 7 31
58408/00 "CASE OF MISCIOSCIA v ITALY" 2003 7 31
59634/00 "CASE OF DE GENNARO v ITALY" 2003 7 31
46471/99 "CASE OF LB AND OTHERS v ITALY" 2003 7 31
39269/98 "CASE OF KEPENEROV v BULGARIA" 2003 7 31
63408/00 "CASE OF FERRONI ROSSI v ITALY" 2003 7 31
35825/97 "CASE OF AL AKIDI v BULGARIA" 2003 7 31
64151/00 "CASE OF KRASZEWSKI v ITALY" 2003 7 31
50389/99 "CASE OF DORAN v IRELAND" 2003 7 31
35436/97 "CASE OF HRISTOV v BULGARIA" 2003 7 31
16219/90 "CASE OF DEMADES v TURKEY" 2003 7 31
41926/98 "AFFAIRE RAMAZAN SARI c TURQUIE" 2003 7 31
62020/00 "CASE OF LA PAGLIA v ITALY" 2003 7 31
35519/97 "CASE OF MIHOV v BULGARIA" 2003 7 31
55340/00 "AFFAIRE SOCIEDADE AGRICOLA DO" 2003 7 31
66920/01 "CASE OF BATTISTONI v ITALY" 2003 7 31
38993/97 "CASE OF STOCKHOLMS FORSAKRINGS" 2003 9 16
43316/98 "CASE OF BR v POLAND" 2003 9 16
42096/98 "CASE OF SKAWINSKA v POLAND" 2003 9 16
41134/98 "AFFAIRE GLOD c ROUMANIE" 2003 9 16
75098/01 "CASE OF KLEDZIC v POLAND" 2003 9 23
41000/98 "AFFAIRE BEKTAS c TURQUIE" 2003 9 23
49033/99 "CASE OF JANOWSKI v POLAND N 2" 2003 9 23
73009/01 "CASE OF GORECKA v POLAND" 2003 9 23
71621/01 "CASE OF CHUDYBA v POLAND" 2003 9 23
53425/99 "AFFAIRE DUMAS c FRANCE" 2003 9 23
36141/97 "CASE OF HANSEN v TURKEY" 2003 9 23
53607/99 "AFFAIRE COHEN ET SMADJA c FRAN" 2003 9 23
42407/98 "AFFAIRE CR c FRANCE" 2003 9 23
53544/99 "AFFAIRE RACINET c FRANCE" 2003 9 23
31879/96 "CASE OF DEGIRMENCI AND OTHERS" 2003 9 23
43928/98 "AFFAIRE KARKIN c TURQUIE" 2003 9 23
60992/00 "AFFAIRE SELLIER c FRANCE" 2003 9 23
36203/97 "AFFAIRE TEMEL ET AUTRES c TURQ" 2003 9 23
52792/99 "CASE OF VASILEVA v DENMARK" 2003 9 25
50343/99 "AFFAIRE PAGES c FRANCE" 2003 9 25
27529/95 "CASE OF CARALAN v TURKEY" 2003 9 25
36961/97 "CASE OF SATIK v TURKEY" 2003 9 25
45840/99 "AFFAIRE BAYLE c FRANCE" 2003 9 25
40670/98 "AFFAIRE TODORESCU c ROUMANIE" 2003 9 30
52468/99 "CASE OF SIENKIEWICZ v POLAND" 2003 9 30
40892/98 "CASE OF KOUA POIRREZ v FRANCE" 2003 9 30
46022/99 "AFFAIRE LOYEN c FRANCE n 2" 2003 9 30
52727/99 "CASE OF THEISZLER v HUNGARY" 2003 9 30
49627/99 "AFFAIRE Z c FRANCE" 2003 9 30
37061/97 "CASE OF AYSENUR ZARAKOLU v TUR" 2003 10 2
42428/98 "AFFAIRE EREN ET AUTRES c TURQU" 2003 10 2
67412/01 "CASE OF RAGONE v ITALY" 2003 10 2
65413/01 "CASE OF BONAMASSA v ITALY" 2003 10 2
27528/95 "AFFAIRE KIZILYAPRAK c TURQUIE" 2003 10 2
32984/96 "CASE OF ALFATLI AND OTHERS v T" 2003 10 2
41444/98 "CASE OF HENNIG v AUSTRIA" 2003 10 2
59538/00 "CASE OF SABATINI AND DI GIOVAN" 2003 10 2
37059/97 "CASE OF AYSENUR ZARAKOLU v TUR" 2003 10 2
37062/97 "CASE OF AYSENUR ZARAKOLU v TUR" 2003 10 2
67076/01 "AFFAIRE SANTORO c ITALIE" 2003 10 2
75362/01 "CASE OF VON BULOW v THE UNITED" 2003 10 7
50638/99 "AFFAIRE DURIEZ-COSTES c FRANCE" 2003 10 7
61237/00 "CASE OF ACIMOVIC v CROATIA" 2003 10 9
47703/99 "CASE OF SERNI v ITALY" 2003 10 9
59649/00 "AFFAIRE GONULSEN c TURQUIE" 2003 10 9
63600/00 "CASE OF NOTARGIACOMO v ITALY" 2003 10 9
40453/98 "CASE OF A v ITALY" 2003 10 9
47311/99 "AFFAIRE ERTAN OZKAN c TURQUIE" 2003 10 9
48321/99 "CASE OF SLIVENKO v LATVIA" 2003 10 9
53233/99 "CASE OF GHELARDINI AND BRUNORI" 2003 10 9
47165/99 "AFFAIRE FADIME OZKAN c TURQUIE" 2003 10 9
56616/00 "AFFAIRE HAGER c FRANCE" 2003 10 9
37048/97 "AFFAIRE DEMIRTAS c TURQUIE N 1" 2003 10 9
51406/99 "AFFAIRE GAUCHER c FRANCE" 2003 10 9
60847/00 "AFFAIRE SACIK c TURQUIE" 2003 10 9
42357/98 "CASE OF SARTORELLI v ITALY" 2003 10 9
63523/00 "CASE OF FEDERICI v ITALY" 2003 10 9
66441/01 "CASE OF AG v ITALY" 2003 10 9
61582/00 "AFFAIRE BIOZOKAT AE c GRECE" 2003 10 9
63336/00 "CASE OF LARI v ITALY" 2003 10 9
50293/99 "CASE OF ROBBA v ITALY" 2003 10 9
42472/98 "CASE OF TKACIK v SLOVAKIA" 2003 10 14
22072/02 "CASE OF MALASIEWICZ v POLAND" 2003 10 14
77831/01 "CASE OF IP v POLAND" 2003 10 14
51559/99 "CASE OF JAMRISKA v SLOVAKIA" 2003 10 14
55875/00 "AFFAIRE SIGNE c FRANCE" 2003 10 14
72662/01 "CASE OF PIOTR MAZURKIEWICZ v P" 2003 10 14
53892/00 "AFFAIRE LILLY FRANCE c FRANCE" 2003 10 14
56243/00 "AFFAIRE CHAINEUX c FRANCE" 2003 10 14
77759/01 "CASE OF POREMBSKA v POLAND" 2003 10 14
71894/01 "CASE OF DYBO v POLAND" 2003 10 14
76446/01 "CASE OF HENRYKA MALINOWSKA v P" 2003 10 14
66142/01 "CASE OF CIZ v SLOVAKIA" 2003 10 14
75872/01 "CASE OF GIDEL v POLAND" 2003 10 14
13557/02 "CASE OF DM v POLAND" 2003 10 14
58607/00 "CASE OF SERAFINI v ITALY" 2003 10 16
29875/96 "AFFAIRE BASAK ET AUTRES c TURQ" 2003 10 16
47758/99 "CASE OF TASSINARI v ITALY" 2003 10 16
55081/00 "AFFAIRE NEVES FERREIRA SANDE E" 2003 10 16
63947/00 "CASE OF CALOSI v ITALY" 2003 10 16
67385/01 "CASE OF WYNNE v THE UNITED KIN" 2003 10 16
37452/97 "AFFAIRE DEMIRTAS c TURQUIE N 2" 2003 10 16
49164/99 "AFFAIRE AYSE KILIC c TURQUIE" 2003 10 16
62849/00 "CASE OF BRIENZA v ITALY" 2003 10 16
59537/00 "CASE OF DELFINO SAVIO v ITALY" 2003 10 16
27928/02 "AFFAIRES BROCA ET TEXIER-MICAU" 2003 10 21
75929/01 "CASE OF SZYMANSKI v POLAND" 2003 10 21
52724/99 "CASE OF NYIRO AND TAKACS v HUN" 2003 10 21
71893/01 "CASE OF CEGIELSKI v POLAND" 2003 10 21
29010/95 "CASE OF CREDIT AND INDUSTRIAL" 2003 10 21
52665/99 "AFFAIRE AKKAS c TURQUIE" 2003 10 23
48617/99 "AFFAIRE OZYOL c TURQUIE" 2003 10 23
53431/99 "AFFAIRE GENCEL c TURQUIE" 2003 10 23
49518/99 "AFFAIRE NELISSENNE c BELGIQUE" 2003 10 23
59142/00 "AFFAIRE KANAKIS ET AUTRES c GR" 2003 10 23
58263/00 "CASE OF TIMOFEYEV v RUSSIA" 2003 10 23
51053/99 "AFFAIRE TUTMAZ ET AUTRES c TUR" 2003 10 23
60821/00 "AFFAIRE DIAMANTIDES c GRECE" 2003 10 23
53895/00 "AFFAIRE MESUT ERDOGAN c TURQUI" 2003 10 23
37355/97 "CASE OF SHK v BULGARIA" 2003 10 23
53014/99 "AFFAIRE PEKER c TURQUIE" 2003 10 23
50119/99 "AFFAIRE SUVARIOGULLARI ET AUTR" 2003 10 23
50118/99 "AFFAIRE SIMSEK c TURQUIE" 2003 10 23
42741/98 "AFFAIRE CAKAR c TURQUIE" 2003 10 23
41580/98 "AFFAIRE CAVUS ET BULUT c TURQU" 2003 10 23
53911/00 "CASE OF ACHLEITNER v AUSTRIA" 2003 10 23
50743/99 "AFFAIRE HAYRETTIN BARBAROS YIL" 2003 10 23
46106/98 "AFFAIRE EREN c TURQUIE" 2003 10 23
51416/99 "AFFAIRE DALGIC c TURQUIE" 2003 10 23
52744/99 "AFFAIRE ERGUL ET ENGIN c TURQU" 2003 10 23
39657/98 "CASE OF STEUR v NETHERLANDS" 2003 10 28
58973/00 "CASE OF RAKEVICH v RUSSIA" 2003 10 28
55524/00 "AFFAIRE STONE COURT SHIPPING C" 2003 10 28
57465/00 "CASE OF KRZYSZTOF PIENIAZEK v" 2003 10 28
39447/98 "AFFAIRE KOVANKAYA c TURQUIE" 2003 10 28
39446/98 "AFFAIRE KOROGLU c TURQUIE" 2003 10 28
38223/97 "AFFAIRE MINJAT c SUISSE" 2003 10 28
61133/00 "AFFAIRE LOPEZ SOLE Y MARTIN DE" 2003 10 28
36596/97 "AFFAIRE KARATAY c TURQUIE" 2003 10 28
44320/98 "CASE OF BAARS v NETHERLANDS" 2003 10 28
59072/00 "AFFAIRE GONZALEZ DORIA DURAN D" 2003 10 28
24849/94 "CASE OF KALIN GEZER AND OTEBAY" 2003 10 28
39978/98 "AFFAIRE OGRAS ET AUTRES c TURQ" 2003 10 28
55388/00 "CASE OF RISPOLI v ITALY" 2003 10 30
56717/00 "CASE OF CAVICCHI AND RUGGERI v" 2003 10 30
41576/98 "CASE OF GANCI v ITALY" 2003 10 30
63938/00 "CASE OF CUCINOTTA v ITALY" 2003 10 30
60663/00 "AFFAIRE CIANFANELLI BANCI c IT" 2003 10 30
65652/01 "CASE OF PIOVANO v ITALY" 2003 10 30
38654/97 "CASE OF GORAL v POLAND" 2003 10 30
53844/00 "CASE OF SIKO v HUNGARY" 2003 11 4
52037/99 "CASE OF CIBOREK v POLAND" 2003 11 4
53161/99 "CASE OF MEILUS v LITHUANIA" 2003 11 6
37774/97 "CASE OF PK v POLAND" 2003 11 6
34669/97 "CASE OF DL v ITALY" 2003 11 6
31731/96 "AFFAIRE HANIM TOSUN c TURQUIE" 2003 11 6
40284/98 "CASE OF KRONE VERLAG GmbH  Co" 2003 11 6
59635/00 "CASE OF GAMBERINI MONGENET v I" 2003 11 6
34442/97 "CASE OF ANTONIO INDELICATO v I" 2003 11 6
44521/98 "AFFAIRE PERONI c ITALIE" 2003 11 6
52985/99 "AFFAIRE SC VP FC MC ET EC c IT" 2003 11 6
60851/00 "AFFAIRE PANTANO c ITALIE" 2003 11 6
41479/98 "CASE OF ISTITUTO NAZIONALE CAS" 2003 11 6
55539/00 "CASE OF MILITARU v HUNGARY" 2003 11 12
70753/01 "AFFAIRE BARTRE c FRANCE" 2003 11 12
26482/95 "AFFAIRE PARTI SOCIALISTE DE TU" 2003 11 12
73840/01 "AFFAIRE PAPAZOGLOU ET AUTRES c" 2003 11 13
53968/00 "AFFAIRE ISMAIL GUNES c TURQUIE" 2003 11 13
71846/01 "AFFAIRE RACHDAD c FRANCE" 2003 11 13
23145/93 "CASE OF ELI AND OTHERS v TURKE" 2003 11 13
39394/98 "CASE OF SCHARSACH AND NEWS VER" 2003 11 13
52661/99 "AFFAIRE KENAN YAVUZ c TURQUIE" 2003 11 13
61667/00 "AFFAIRE DALOE c ITALIE" 2003 11 13
66485/01 "CASE OF NAPIJALO v CROATIA" 2003 11 13
56924/00 "CASE OF SCALERA v ITALY" 2003 11 13
59234/00 "AFFAIRE AL ET AUTRES c TURQUIE" 2003 11 13
1303/02 "CASE OF LEWIS v THE UNITED KIN" 2003 11 25
48179/99 "AFFAIRE SOFLETEA c ROUMANIE" 2003 11 25
38360/97 "AFFAIRE POPESCU c ROUMANIE" 2003 11 25
51887/99 "AFFAIRE NICOLLE c FRANCE" 2003 11 25
60392/00 "AFFAIRE ABRIBAT ET AUTRE c FRA" 2003 11 25
66990/01 "AFFAIRE SOTO SANCHEZ c ESPAGNE" 2003 11 25
39184/98 "AFFAIRE TANDREU c ROUMANIE" 2003 11 25
35430/97 "AFFAIRE ERCOLANI c SAINT-MARIN" 2003 11 25
63286/00 "AFFAIRE SCHUMACHER c LUXEMBOUR" 2003 11 25
77757/01 "CASE OF LOBARZEWSKI v POLAND" 2003 11 25
55829/00 "AFFAIRE HUART c FRANCE" 2003 11 25
37446/97 "AFFAIRE KARA ET AUTRES c TURQU" 2003 11 25
41431/98 "CASE OF WIERCISZEWSKA v POLAND" 2003 11 25
57966/00 "CASE OF VASS v HUNGARY" 2003 11 25
35882/97 "AFFAIRE POTOP c ROUMANIE" 2003 11 25
51289/99 "AFFAIRE OZULKU c TURQUIE" 2003 11 27
55951/00 "AFFAIRE UCAR ET AUTRES c TURQU" 2003 11 27
59452/00 "CASE OF DELLA ROCCA v ITALY" 2003 11 27
42738/98 "AFFAIRE TUNCEL ET AUTRES c TUR" 2003 11 27
26624/95 "CASE OF WORWA v POLAND" 2003 11 27
48943/99 "AFFAIRE SLIMANE-KAD c FRANCE N" 2003 11 27
63543/00 "CASE OF PETRINI v ITALY" 2003 11 27
38389/97 "AFFAIRE CAN c TURQUIE" 2003 11 27
62848/00 "AFFAIRE NICOLAI c ITALIE" 2003 11 27
47296/99 "AFFAIRE GUNEL c TURQUIE" 2003 11 27
65436/01 "CASE OF HENAF v FRANCE" 2003 11 27
41932/98 "CASES OF ISTITUTO NAZIONALE CA" 2003 11 27
48263/99 "AFFAIRE KIRMAN c TURQUIE" 2003 11 27
45355/99 "AFFAIRE SHAMSA c POLOGNE" 2003 11 27
62175/00 "CASE OF TRENCIANSKY v SLOVAKIA" 2003 12 2
48129/99 "CASE OF TREIAL v ESTONIA" 2003 12 2
42042/98 "CASE OF PERYT v POLAND" 2003 12 2
45107/98 "AFFAIRE KOKTAVA c REPUBLIQUE T" 2003 12 2
53129/99 "CASE OF IMRE v HUNGARY" 2003 12 2
58887/00 "CASE OF KAROLY v HUNGARY" 2003 12 2
50511/99 "CASE OF STANCZYK v POLAND" 2003 12 2
37641/97 "CASE OF MATWIEJCZUK v POLAND" 2003 12 2
66373/01 "AFFAIRE VIETRI c ITALIE" 2003 12 4
47757/99 "AFFAIRE CAVUSOGLU ET AUTRES c" 2003 12 4
44267/98 "AFFAIRE DURSUN ET AUTRES c TUR" 2003 12 4
61282/00 "AFFAIRE SCAMACCIA c ITALIE" 2003 12 4
52071/99 "CASE OF LEONARDI v ITALY" 2003 12 4
35071/97 "CASE OF GUNDUZ v TURKEY" 2003 12 4
61665/00 "AFFAIRE CALVANESE ET SPITALETT" 2003 12 4
58413/00 "AFFAIRE FABBRI c ITALIE" 2003 12 4
68103/01 "CASE OF TRIPPEL v GERMANY" 2003 12 4
59367/00 "CASE OF POZZI v ITALY" 2003 12 4
39272/98 "CASE OF MC v BULGARIA" 2003 12 4
64449/01 "CASE OF SOC DEROSA v ITALY" 2003 12 4
62844/00 "CASE OF TODARO v ITALY" 2003 12 4
63414/00 "CASE OF SCARAVAGGI v ITALY" 2003 12 4
56110/00 "AFFAIRE FROTAL-ALUGUER DE EQUI" 2003 12 4
49517/99 "AFFAIRE TASKIN c TURQUIE" 2003 12 4
61666/00 "AFFAIRE SPALLETTA c ITALIE" 2003 12 4
62764/00 "AFFAIRE FEDERICI c ITALIE" 2003 12 4
60431/00 "AFFAIRE PETITTA c ITALIE" 2003 12 4
48134/99 "AFFAIRE YESIM TAS c TURQUIE" 2003 12 4
36843/97 "AFFAIRE HADJIKOSTOVA c BULGARI" 2003 12 4
48054/99 "AFFAIRE SARIOGLU c TURQUIE" 2003 12 4
67796/01 "AFFAIRE RECCHI c ITALIE" 2003 12 4
47654/99 "AFFAIRE DURAN c TURQUIE" 2003 12 4
50551/99 "CASE OF SIAURUSEVICIUS v LITHU" 2003 12 4
42560/98 "AFFAIRE KULTER c TURQUIE" 2003 12 4
60659/00 "CASE OF LERARIO v ITALY" 2003 12 4
56345/00 "AFFAIRE FERREIRA ALVES c PORTU" 2003 12 4
37110/97 "AFFAIRE BERTUCCELLI c ITALIE" 2003 12 4
57635/00 "AFFAIRE POCI c ITALIE" 2003 12 4
63514/00 "CASE OF GIUNTA v ITALY" 2003 12 4
50853/99 "AFFAIRE OLBREGTS c BELGIQUE" 2003 12 4
46388/99 "AFFAIRE BILAL BOZKURT ET AUTRE" 2003 12 4
62842/00 "AFFAIRE GIULIANI c ITALIE" 2003 12 4
35192/97 "CASE OF MROZ v POLAND" 2003 12 9
49920/99 "CASE OF CWYL v POLAND" 2003 12 9
30878/96 "AFFAIRE ALFANO c ITALIE" 2003 12 11
39069/97 "CASE OF KRONE VERLAG GmbH  Co" 2003 12 11
39084/97 "CASE OF YANKOV v BULGARIA" 2003 12 11
70661/01 "CASE OF GIRDAUSKAS v LITHUANIA" 2003 12 11
32584/96 "CASE OF BALDI v ITALY" 2003 12 11
37511/97 "AFFAIRE DI MATTEO c ITALIE" 2003 12 11
47778/99 "AFFAIRE BASSANI c ITALIE" 2003 12 11
62503/00 "AFFAIRE KARAHALIOS c GRECE" 2003 12 11
64254/01 "CASE OF LIGUORI v ITALY" 2003 12 11
50064/99 "CASE OF GIRARDI v AUSTRIA" 2003 12 11
39179/98 "CASE OF COVIELLO v ITALY" 2003 12 11
31925/96 "CASE OF CARIGNANI v ITALY" 2003 12 11
35227/97 "AFFAIRE FRASCINO c ITALIE" 2003 12 11
61998/00 "CASE OF FORTE AND DI GIULIANO" 2003 12 11
64927/01 "CASE OF PALAU-MARTINEZ v FRANC" 2003 12 16
57067/00 "CASE OF GRIEVES v THE UNITED K" 2003 12 16
48843/99 "CASE OF COOPER v THE UNITED KI" 2003 12 16
47355/99 "CASE OF KEREKGYARTO v HUNGARY" 2003 12 16
57967/00 "CASE OF KMETTY v HUNGARY" 2003 12 16
54457/00 "CASE OF KOVACS v HUNGARY" 2003 12 16
42083/98 "CASE OF MIANOWSKI v POLAND" 2003 12 16
69825/01 "AFFAIRE FAIVRE c FRANCE N 2" 2003 12 16
57080/00 "CASE OF POKORNY v AUSTRIA" 2003 12 16
59094/00 "CASE OF SESZTAKOV v HUNGARY" 2003 12 16
58172/00 "CASE OF ZABORSKY AND SMARIKOVA" 2003 12 16
57944/00 "AFFAIRE CETINKAYA ET AUTRES c" 2003 12 18
63000/00 "AFFAIRE SKONDRIANOS c GRECE" 2003 12 18
42098/98 "AFFAIRE PEZONE c ITALIE" 2003 12 18
42775/98 "CASE OF UKUNC AND GUNES v TURK" 2003 12 18
31730/96 "CASE OF YURTSEVEN AND OTHERS v" 2003 12 18
63417/00 "CASE OF GELSOMINI SIGERI SRL v" 2003 12 18
57323/00 "AFFAIRE PENA c PORTUGAL" 2003 12 18
26481/95 "AFFAIRE BALIKCI c TURQUIE" 2004 1 6
50268/99 "AFFAIRE ROUILLE c FRANCE" 2004 1 6
57561/00 "AFFAIRE TOPRAK c TURQUIE" 2004 1 8
57562/00 "AFFAIRE BECERIKLI ET ALTEKIN c" 2004 1 8
28520/95 "CASE OF SADIK NDER v TURKEY" 2004 1 8
47169/99 "CASE OF VOGGENREITER v GERMANY" 2004 1 8
42786/98 "AFFAIRE ILKAY c TURQUIE" 2004 1 8
32578/96 "CASE OF COLAK AND FILIZER v TU" 2004 1 8
42670/98 "AFFAIRE GUCLU ET AUTRES c TURQ" 2004 1 8
23656/94 "CASE OF AYDER AND OTHERS v TUR" 2004 1 8
38663/97 "CASE OF PANEK v POLAND" 2004 1 8
36983/97 "CASE OF HAAS v THE NETHERLANDS" 2004 1 13
73003/01 "CASE OF GRELA v POLAND" 2004 1 13
60037/00 "CASE OF NEMETH v HUNGARY" 2004 1 13
61036/00 "CASE OF OWENS v THE UNITED KIN" 2004 1 13
56021/00 "AFFAIRE EROLAN ET AUTRES c TUR" 2004 1 15
48065/99 "AFFAIRE METIN POLAT ET AUTRES" 2004 1 15
54919/00 "AFFAIRE ICOZ c TURQUIE" 2004 1 15
58749/00 "AFFAIRE MATENCIO c FRANCE" 2004 1 15
41290/98 "AFFAIRE TAVEIRNE ET AUTRES c B" 2004 1 15
46952/99 "AFFAIRE HIDIR OZDEMIR c TURQUI" 2004 1 15
48155/99 "AFFAIRE CINAR c TURQUIE" 2004 1 15
27699/95 "CASE OF TEKDAG v TURKEY" 2004 1 15
61828/00 "AFFAIRE SAKKOPOULOS c GRECE" 2004 1 15
